episode_counter,sim_step,sim_time,dt,dt_real_time,valid_actions,total_reward,machines_working,machines_changeover,machines_broken,machines_idle,processed_orders,transp_working,transp_walking,transp_handling,transp_idle,machines_total,selected_idle,forced_idle,threshold_waiting,finished_orders,order_waiting_time,alpha,inventory
690,100,181110.04051,654.93649,0.50352,100,79.32012,0.58965,0.0,0.27852,0.12091,53.0,0.48173,0.24812,0.23361,0.51827,0.98909,0,0,2,51,472.5738,1.57286,50.00282
691,100,181434.54051,324.5,0.46737,100,65.6364,0.6779,0.0,0.07978,0.24232,54.0,1.0,0.51618,0.48382,0.0,1.0,0,0,3,54,418.21619,4.49566,44.99934
692,100,181828.49772,393.95721,0.3503,98,75.87894,0.84919,0.0,0.01629,0.13452,44.0,0.7632,0.39767,0.36552,0.2368,1.0,0,0,0,46,259.94438,0.74821,50.99736
693,100,182346.21536,517.71764,0.33821,98,83.60925,0.68293,0.0,0.24842,0.06865,50.0,0.58687,0.301,0.28587,0.41313,1.0,0,0,0,50,373.71463,0.64882,49.0051
694,100,182768.45741,422.24205,0.48207,98,87.77027,0.70514,0.0,0.25186,0.043,48.0,0.7251,0.37696,0.34814,0.2749,1.0,0,0,0,49,341.52393,0.40998,49.00108
695,100,183225.94722,457.48981,0.38111,97,79.28015,0.79505,0.0,0.10625,0.0987,52.0,0.6889,0.35884,0.33006,0.3111,1.0,0,0,4,50,432.22539,0.98177,50.00094
696,100,183606.42342,380.4762,0.37643,99,77.82729,0.78871,0.0,0.08629,0.125,49.0,0.83536,0.43586,0.3995,0.16464,1.0,0,0,2,51,314.01063,1.07823,49.00165
697,100,184123.45716,517.03374,0.40649,100,87.21499,0.64559,0.0,0.29165,0.06277,50.0,0.59925,0.31107,0.28818,0.40075,1.0,0,0,0,49,353.92354,0.66695,50.99897
698,100,184658.28592,534.82876,0.40143,95,74.77333,0.65989,0.0,0.22936,0.125,50.0,0.56934,0.29449,0.27485,0.43066,1.01425,0,0,2,50,424.84721,1.4312,48.00773
699,100,185234.91656,576.63064,0.35038,99,78.28661,0.75327,0.0,0.10851,0.125,51.0,0.55321,0.28615,0.26707,0.44679,0.98678,0,0,4,51,493.3819,1.23058,49.00532
700,100,185850.36706,615.4505,0.36191,96,77.26713,0.59359,0.0,0.29852,0.10789,47.0,0.48555,0.2532,0.23235,0.51445,1.0,0,0,0,47,387.84064,1.15032,50.99913
701,100,186436.45893,586.09188,0.40456,100,91.14227,0.66712,0.0,0.30431,0.02857,56.0,0.55566,0.28437,0.27129,0.44434,1.0,0,0,5,54,573.59804,0.40939,48.00834
702,100,186893.18802,456.72909,0.47551,96,85.50312,0.79543,0.0,0.15366,0.05091,47.0,0.68202,0.35579,0.32623,0.31798,1.0,0,0,4,49,436.86925,0.47275,49.99969
703,100,187292.04963,398.86161,0.41752,100,88.3117,0.86708,0.0,0.08143,0.05149,53.0,0.78849,0.40741,0.38108,0.21151,1.0,0,0,0,52,351.68775,0.39259,46.00891
704,100,187782.81301,490.76337,0.35999,98,81.52045,0.57659,0.0,0.33135,0.09206,46.0,0.61639,0.32093,0.29546,0.38361,1.0,0,0,0,47,301.59848,1.04552,50.00128
705,100,188337.45593,554.64293,0.38689,97,87.70864,0.72626,0.0,0.25127,0.02247,50.0,0.57635,0.30049,0.27585,0.42365,1.0,0,0,5,51,502.84444,0.24425,50.00191
706,100,188768.47482,431.01889,0.4849,100,78.86447,0.71522,0.0,0.15978,0.125,51.0,0.73547,0.38281,0.35265,0.26453,1.0,0,0,1,51,387.03602,1.41445,49.00244
707,100,189355.78601,587.31119,0.43614,98,77.29485,0.58228,0.0,0.29272,0.125,49.0,0.51705,0.26675,0.25029,0.48295,1.0,0,0,0,49,434.2385,1.66366,49.0044
708,100,189865.24234,509.45634,0.44309,98,77.38978,0.70416,0.0,0.17084,0.125,50.0,0.5977,0.30915,0.28854,0.4023,1.0,0,0,0,49,472.62706,1.46958,49.00429
709,100,190261.59696,396.35461,0.30449,98,77.46941,0.70296,0.0,0.17204,0.125,48.0,0.77624,0.40788,0.36836,0.22376,1.0,0,0,0,48,331.13472,1.27864,50.99821
710,100,190764.81464,503.21769,0.39856,98,77.75501,0.69222,0.0,0.22648,0.12297,51.0,0.62299,0.32292,0.30007,0.37701,1.04167,0,0,2,51,390.44416,1.38309,49.00432
711,100,191209.53032,444.71568,0.41576,99,86.16389,0.68395,0.0,0.21188,0.05702,52.0,0.70907,0.36728,0.34179,0.29093,0.95284,0,0,2,51,423.47286,0.69401,48.00507
712,100,191617.42802,407.8977,0.40425,100,78.9902,0.73107,0.0,0.14393,0.125,49.0,0.75959,0.3943,0.36529,0.24041,1.0,0,0,0,49,335.78891,1.21489,50.00043
713,100,192056.47905,439.05103,0.39778,100,79.15425,0.7676,0.0,0.1074,0.125,49.0,0.71442,0.36822,0.3462,0.28558,1.0,0,0,1,51,318.97119,1.00891,49.00312
714,100,192497.98018,441.50113,0.4593,100,78.98885,0.67901,0.0,0.19599,0.125,52.0,0.73461,0.38127,0.35334,0.26539,1.0,0,0,4,52,389.64101,1.63889,49.00273
715,100,193032.66581,534.68563,0.39702,99,78.408,0.7757,0.0,0.0993,0.125,49.0,0.57604,0.29924,0.2768,0.42396,1.0,0,0,0,49,389.30484,0.93554,50.00188
716,100,193535.13039,502.46458,0.45505,99,78.19363,0.73176,0.0,0.14324,0.125,51.0,0.60999,0.31345,0.29654,0.39001,1.0,0,0,0,50,420.44279,1.1979,49.00411
717,100,194034.52303,499.39264,0.46279,99,78.26472,0.76442,0.0,0.11131,0.12427,48.0,0.61842,0.32206,0.29636,0.38158,1.0,0,0,0,49,400.80953,1.09067,50.00185
718,100,194499.09565,464.57262,0.57376,100,87.93761,0.77892,0.0,0.17314,0.04795,50.0,0.66728,0.3444,0.32288,0.33272,1.0,0,0,0,50,423.92456,0.46054,50.00058
719,100,195045.19835,546.10269,0.42236,100,83.4214,0.66755,0.0,0.24263,0.08982,50.0,0.56613,0.29146,0.27467,0.43387,1.0,0,0,0,50,426.90703,0.97295,50.0019
720,100,195600.35965,555.1613,0.38676,100,79.02381,0.77086,0.0,0.10414,0.125,50.0,0.5614,0.29121,0.27019,0.4386,1.0,0,0,0,50,422.99469,1.01323,50.0023
721,100,196251.06158,650.70193,0.45481,100,79.2,0.59617,0.0,0.27883,0.125,51.0,0.48486,0.24973,0.23513,0.51514,1.0,0,0,2,51,453.5359,1.56056,50.00283
722,100,196946.20032,695.13874,0.46748,97,80.68454,0.56782,0.0,0.37417,0.07359,53.0,0.4601,0.23856,0.22154,0.5399,1.01558,0,0,6,51,624.19861,1.32573,50.99924
723,100,197542.65593,596.45561,0.48365,99,78.38184,0.67998,0.0,0.17686,0.125,50.0,0.52588,0.27105,0.25484,0.47412,0.98184,0,0,2,51,505.00926,1.47505,50.00221
724,100,197862.74378,320.08784,0.45954,98,77.29474,0.84968,0.0,0.02532,0.125,51.0,0.9966,0.51548,0.48112,0.0034,1.0,0,0,4,52,426.69732,1.48987,47.99987
725,100,198323.63292,460.88915,0.39111,100,79.49029,0.84965,0.0,0.03731,0.11304,50.0,0.67406,0.35077,0.32329,0.32594,1.0,0,0,0,49,289.83603,0.58591,50.00144
726,100,198653.05499,329.42207,0.40705,100,83.41144,0.84467,0.0,0.06563,0.08969,52.0,0.94711,0.4857,0.46141,0.05289,1.0,0,0,0,52,328.849,0.84759,46.00514
727,100,199175.35682,522.30184,0.48056,99,93.48688,0.7514,0.0,0.2486,0.0,47.0,0.58427,0.30474,0.27953,0.41573,1.0,0,0,0,47,322.54462,0.0,50.99914
728,100,199683.29629,507.93947,0.45906,100,82.67564,0.74156,0.0,0.15143,0.10701,50.0,0.61851,0.3232,0.29531,0.38149,1.0,0,0,0,50,405.93199,0.92338,50.99842
729,100,200149.28094,465.98465,0.45576,99,78.366,0.81096,0.0,0.06404,0.125,49.0,0.66848,0.34872,0.31975,0.33152,1.0,0,0,0,50,395.8736,1.08447,49.99973
730,100,200491.03145,341.75052,0.41996,100,78.88148,0.84198,0.0,0.03302,0.125,51.0,0.92465,0.48281,0.44184,0.07535,1.0,0,0,0,51,334.71157,1.04878,48.00097
731,100,200967.62847,476.59702,0.46853,99,78.1344,0.73896,0.0,0.13604,0.125,49.0,0.64765,0.33921,0.30844,0.35235,1.0,0,0,0,48,331.34497,0.97055,50.99891
732,100,201363.16777,395.5393,0.46955,99,78.27632,0.78985,0.0,0.08515,0.125,50.0,0.777,0.4003,0.3767,0.223,1.0,0,0,0,50,330.83206,1.01449,50.00014
733,100,201853.68806,490.52028,0.41935,99,77.56178,0.74014,0.0,0.13071,0.12916,58.0,0.62892,0.32109,0.30784,0.37108,1.0,0,0,0,52,404.97756,1.2788,45.01291
734,100,202307.80827,454.12022,0.54363,99,78.07042,0.54302,0.0,0.33198,0.125,41.0,0.6775,0.356,0.3215,0.3225,1.0,0,0,0,47,297.8478,1.78441,49.99846
735,100,202932.11759,624.30932,0.39283,100,78.94306,0.55825,0.0,0.31675,0.125,49.0,0.50189,0.26162,0.24027,0.49811,1.0,0,0,0,50,378.2684,1.54175,50.00252
736,100,203697.82649,765.7089,0.39745,99,78.22273,0.56791,0.0,0.30709,0.125,54.0,0.41661,0.21549,0.20112,0.58339,1.0,0,0,4,51,566.38507,1.81933,50.99945
737,100,204241.53927,543.71277,0.45457,99,77.84596,0.68145,0.0,0.19355,0.125,54.0,0.62656,0.32493,0.30163,0.37344,1.0,0,0,10,55,652.41111,2.13837,50.00118
738,100,204724.35373,482.81447,0.35467,98,77.31178,0.80014,0.0,0.07486,0.125,48.0,0.63793,0.33139,0.30654,0.36207,1.0,0,0,1,49,442.53001,1.23212,50.99884
739,100,205125.40536,401.05163,0.34273,98,77.36487,0.78025,0.0,0.09475,0.125,49.0,0.76964,0.40311,0.36654,0.23036,1.0,0,0,0,49,365.03758,1.1422,50.99854
740,100,205603.73663,478.33127,0.32301,99,78.11767,0.73031,0.0,0.14469,0.125,49.0,0.64774,0.33624,0.3115,0.35226,1.0,0,0,0,50,337.35098,1.01303,50.00162
741,100,206097.99505,494.25842,0.42706,99,78.18557,0.64549,0.0,0.22951,0.125,51.0,0.62046,0.31697,0.30348,0.37954,1.0,0,0,1,50,307.45667,1.18605,50.00161
742,100,206674.38745,576.3924,0.50017,100,84.21172,0.74315,0.0,0.17949,0.07736,54.0,0.59421,0.30795,0.28626,0.40579,1.0,0,0,10,55,528.25728,0.88478,50.00213
743,100,207143.98252,469.59508,0.45038,100,78.94537,0.73713,0.0,0.13787,0.125,53.0,0.65837,0.33894,0.31942,0.34163,1.0,0,0,0,50,457.04786,1.50524,50.00072
744,100,207555.38026,411.39774,0.39751,100,78.85689,0.59473,0.0,0.28027,0.125,47.0,0.74948,0.38487,0.36461,0.25052,1.0,0,0,0,50,275.96886,1.28882,50.00015
745,100,207951.57718,396.19692,0.33618,100,79.03705,0.75298,0.0,0.12202,0.125,51.0,0.78454,0.40594,0.3786,0.21546,1.0,0,0,0,50,354.3299,1.3488,49.99997
746,100,208432.48193,480.90474,0.40209,98,77.45063,0.72186,0.0,0.15314,0.125,48.0,0.63491,0.32924,0.30567,0.36509,1.0,0,0,0,49,370.79556,1.16202,50.00059
747,100,208840.43673,407.9548,0.46332,100,82.23265,0.70164,0.0,0.20042,0.09794,54.0,0.77337,0.39833,0.37504,0.22663,1.0,0,0,0,53,366.62151,1.19413,44.00921
748,100,209429.59448,589.15775,0.42546,99,81.43691,0.69087,0.0,0.20363,0.10549,48.0,0.5225,0.27299,0.24951,0.4775,1.0,0,0,1,47,404.56235,0.93658,50.00001
749,100,209790.92746,361.33298,0.41131,98,85.83217,0.85772,0.0,0.09193,0.05035,48.0,0.84963,0.4428,0.40683,0.15037,1.0,0,0,0,49,383.80148,0.41059,49.99972
750,100,210422.80262,631.87516,0.46757,99,80.11722,0.58356,0.0,0.31557,0.10087,49.0,0.4848,0.25058,0.23422,0.5152,1.0,0,0,0,49,415.90562,1.23732,50.99944
751,100,210845.78499,422.98237,0.34958,100,88.45846,0.67718,0.0,0.28371,0.03912,50.0,0.73486,0.38024,0.35462,0.26514,1.0,0,0,0,50,461.46303,0.59252,50.99863
752,100,211398.53308,552.74809,0.41127,100,78.68045,0.69298,0.0,0.18202,0.125,53.0,0.56747,0.29248,0.27499,0.43253,1.0,0,0,0,52,419.47537,1.26419,47.00932
753,100,211896.43012,497.89704,0.37801,98,80.57082,0.75184,0.0,0.13988,0.10828,46.0,0.61458,0.32135,0.29323,0.38542,1.0,0,0,0,48,447.39534,1.06516,49.00264
754,100,212393.5527,497.12259,0.48085,100,78.89504,0.70499,0.0,0.17001,0.125,50.0,0.62325,0.32353,0.29972,0.37675,1.0,0,0,0,49,358.56508,1.20889,50.99812
755,100,212958.55898,565.00627,0.4491,99,81.79139,0.656,0.0,0.23615,0.10786,54.0,0.56873,0.29793,0.27079,0.43127,1.0,0,0,2,52,417.09552,1.165,48.00701
756,100,213513.12597,554.567,0.35904,100,80.98442,0.56535,0.0,0.32503,0.10962,48.0,0.58153,0.30204,0.2795,0.41847,1.0,0,0,4,51,362.05507,1.38362,50.00158
757,100,214083.12552,569.99955,0.38181,97,82.45168,0.7145,0.0,0.20305,0.08245,52.0,0.56608,0.2924,0.27368,0.43392,1.0,0,0,7,52,599.07395,1.14752,50.00175
758,100,214576.16173,493.0362,0.44843,99,78.33904,0.73047,0.0,0.14453,0.125,50.0,0.63552,0.33128,0.30424,0.36448,1.0,0,0,1,50,411.51262,1.26047,50.0018
759,100,215097.46121,521.29948,0.38837,99,78.25698,0.723,0.0,0.152,0.125,50.0,0.59946,0.31172,0.28774,0.40054,1.0,0,0,1,50,402.92977,1.15191,50.00187
760,100,215702.53675,605.07554,0.4176,98,90.8188,0.52609,0.0,0.4667,0.00721,52.0,0.51702,0.26581,0.25121,0.48298,1.0,0,0,3,51,503.12055,0.13807,49.00507
761,100,216187.59172,485.05497,0.4383,100,94.3597,0.77227,0.0,0.22773,0.0,49.0,0.63704,0.32986,0.30718,0.36296,1.0,0,0,0,49,440.35271,0.0,50.99711
762,100,216612.57112,424.9794,0.36435,98,84.28647,0.66321,0.0,0.25979,0.077,49.0,0.71651,0.37061,0.3459,0.28349,1.0,0,0,0,49,376.71505,0.90832,50.99875
763,100,217091.92199,479.35088,0.38737,99,78.408,0.66085,0.0,0.21415,0.125,49.0,0.65158,0.34074,0.31084,0.34842,1.0,0,0,0,50,331.09627,1.2374,50.00151
764,100,217519.80435,427.88235,0.39124,99,80.06925,0.83084,0.0,0.05646,0.1127,53.0,0.77475,0.40315,0.3716,0.22525,1.0,0,0,7,53,431.51441,1.11715,50.00081
765,100,217919.80012,399.99578,0.42167,100,83.62228,0.84439,0.0,0.07086,0.08474,53.0,0.79918,0.41667,0.3825,0.20082,1.0,0,0,1,52,346.00749,0.70558,47.00489
766,100,218330.43038,410.63026,0.52235,98,77.32149,0.69107,0.0,0.18393,0.125,50.0,0.74763,0.38964,0.35799,0.25237,1.0,0,0,0,49,309.02301,1.16773,47.00571
767,100,218741.96491,411.53453,0.30513,98,77.29998,0.71548,0.0,0.15952,0.125,49.0,0.74801,0.39081,0.3572,0.25199,1.0,0,0,0,49,364.81044,1.33839,47.00583
768,100,219277.45388,535.48897,0.3736,100,79.12735,0.61948,0.0,0.25552,0.125,47.0,0.57984,0.30346,0.27638,0.42016,1.0,0,0,0,48,336.41058,1.33287,50.99725
769,100,219813.32294,535.86906,0.41118,100,82.75849,0.73114,0.0,0.17394,0.09492,50.0,0.58192,0.30014,0.28179,0.41808,1.0,0,0,0,51,474.50877,0.97182,49.00392
770,100,220228.99529,415.67235,0.42963,99,93.62972,0.76943,0.0,0.23057,0.0,50.0,0.74498,0.38893,0.35605,0.25502,1.0,0,0,0,49,388.04203,0.0,50.00038
771,100,220789.59404,560.59876,0.48066,99,79.73021,0.58777,0.0,0.3007,0.11153,50.0,0.54525,0.27946,0.26579,0.45475,1.0,0,0,0,50,361.17297,1.3143,49.00439
772,100,221189.71521,400.12117,0.48715,99,78.12854,0.80689,0.0,0.06886,0.12425,48.0,0.76977,0.39988,0.36989,0.23023,1.0,0,0,0,49,471.40145,1.48228,50.00051
773,100,221623.66409,433.94888,0.43356,98,87.56805,0.84675,0.0,0.10867,0.04458,49.0,0.70362,0.36487,0.33875,0.29638,1.0,0,0,0,49,354.43335,0.31199,50.00051
774,100,222133.66496,510.00087,0.5709,98,82.72437,0.61536,0.0,0.31413,0.07051,51.0,0.59542,0.30719,0.28823,0.40458,1.0,0,0,0,49,312.63908,0.75108,50.00149
775,100,222563.57633,429.91137,0.43994,100,89.51896,0.76105,0.0,0.2636,0.04515,50.0,0.72883,0.37992,0.34891,0.27117,1.0698,0,0,0,50,444.3839,0.517,50.00036
776,100,223043.21077,479.63444,0.48313,100,86.2347,0.72993,0.0,0.15435,0.05317,48.0,0.65154,0.3388,0.31274,0.34846,0.93744,0,0,0,50,380.61025,0.46518,50.00074
777,100,223428.00638,384.79561,0.40055,99,90.60174,0.84385,0.0,0.13128,0.02486,50.0,0.80952,0.4223,0.38722,0.19048,1.0,0,0,0,50,367.40433,0.22312,49.0005
778,100,223827.63905,399.63267,0.52041,95,75.91701,0.83151,0.0,0.04887,0.11962,49.0,0.73734,0.37952,0.35783,0.26266,1.0,0,0,0,48,313.93438,0.7903,48.00358
779,100,224181.49831,353.85925,0.46712,98,73.65201,0.77234,0.0,0.07439,0.15327,49.0,0.86051,0.44509,0.41542,0.13949,1.0,0,0,0,49,280.74603,1.28334,47.99872
780,100,224578.79678,397.29847,0.45407,99,78.2491,0.72642,0.0,0.14858,0.125,52.0,0.78446,0.40691,0.37755,0.21554,1.0,0,0,0,51,296.44156,1.08746,45.00904
781,100,225036.52814,457.73136,0.45567,100,80.72125,0.77853,0.0,0.11266,0.10881,46.0,0.67252,0.35137,0.32115,0.32748,1.0,0,0,0,47,352.16602,0.84464,50.99839
782,100,225593.1739,556.64576,0.42196,99,86.05947,0.57408,0.0,0.37953,0.0464,49.0,0.55062,0.28294,0.26767,0.44938,1.0,0,0,0,50,395.07265,0.61027,50.00144
783,100,226019.21082,426.03692,0.44508,98,90.70696,0.74748,0.0,0.23756,0.01496,50.0,0.71473,0.36969,0.34504,0.28527,1.0,0,0,0,49,426.9127,0.1742,50.00059
784,100,226632.73211,613.52129,0.46184,97,77.64352,0.60799,0.0,0.27641,0.1156,48.0,0.4936,0.254,0.2396,0.5064,1.0,0,0,1,49,392.30907,1.30912,50.00194
785,100,227156.50069,523.76858,0.48502,100,88.78346,0.58378,0.0,0.37245,0.04377,51.0,0.59696,0.30866,0.2883,0.40304,1.0,0,0,1,50,508.63787,0.73594,50.99934
786,100,227744.1228,587.62211,0.45215,99,81.55976,0.62938,0.0,0.27637,0.09425,50.0,0.51876,0.26519,0.25356,0.48124,1.0,0,0,0,50,398.91347,1.08338,50.00208
787,100,228250.43943,506.31663,0.42529,99,78.21694,0.77988,0.0,0.09512,0.125,52.0,0.63267,0.32259,0.31008,0.36733,1.0,0,0,6,52,507.90264,1.30473,50.99916
788,100,228772.65657,522.21714,0.49224,99,78.34853,0.75154,0.0,0.12346,0.125,50.0,0.60703,0.31596,0.29107,0.39297,1.0,0,0,2,51,412.47644,1.09033,50.00117
789,100,229256.27182,483.61525,0.48662,98,77.4175,0.7998,0.0,0.0752,0.125,53.0,0.64273,0.33256,0.31016,0.35727,1.0,0,0,1,51,503.94855,1.35509,47.00684
790,100,229762.47563,506.20381,0.5308,100,79.09199,0.56506,0.0,0.30994,0.125,47.0,0.61339,0.32102,0.29237,0.38661,1.0,0,0,0,48,345.36818,1.55037,50.99843
791,100,230351.33363,588.858,0.47875,100,80.76975,0.71349,0.0,0.17858,0.10793,53.0,0.52531,0.26888,0.25643,0.47469,1.0,0,0,0,51,516.23179,1.19722,49.00471
792,100,230835.00623,483.6726,0.37648,99,78.09371,0.62386,0.0,0.25114,0.125,50.0,0.63955,0.32736,0.31219,0.36045,1.0,0,0,0,52,429.06525,1.90342,44.01234
793,100,231150.20709,315.20085,0.43613,99,71.75499,0.74662,0.0,0.07346,0.17991,46.0,0.97028,0.51026,0.46002,0.02972,1.0,0,0,0,46,289.63194,1.67845,50.9918
794,100,231594.61281,444.40573,0.5384,99,85.61161,0.64636,0.0,0.29034,0.06329,50.0,0.68969,0.35441,0.33528,0.31031,1.0,0,0,0,50,274.11006,0.61805,50.00121
795,100,232078.69054,484.07773,0.45884,98,80.31617,0.67955,0.0,0.21403,0.10642,49.0,0.64728,0.33741,0.30987,0.35272,1.0,0,0,2,50,406.34741,1.26067,50.00147
796,100,232505.70407,427.01352,0.47125,99,83.02163,0.67751,0.0,0.23972,0.08277,50.0,0.71739,0.37079,0.34659,0.28261,1.0,0,0,0,49,354.25839,0.90649,50.99758
797,100,232894.75167,389.0476,0.33915,100,78.79448,0.7564,0.0,0.1186,0.125,52.0,0.82723,0.42625,0.40098,0.17277,1.0,0,0,4,52,376.3808,1.32726,50.99812
798,100,233403.017,508.26533,0.54756,100,82.88231,0.66409,0.0,0.25216,0.08375,50.0,0.61189,0.3148,0.29709,0.38811,1.0,0,0,0,51,326.15761,0.79765,49.00349
799,100,234200.95344,797.93644,0.48752,100,79.84932,0.5439,0.0,0.42208,0.11204,52.0,0.39978,0.20678,0.193,0.60022,1.07802,0,0,3,51,546.85308,1.99705,50.00285
800,100,234641.31125,440.35781,0.48949,99,78.17514,0.63167,0.0,0.10196,0.125,51.0,0.7422,0.38794,0.35426,0.2578,0.85863,0,0,5,52,550.50636,2.1216,50.00065
801,100,235073.95676,432.64551,0.42432,100,80.89416,0.79285,0.0,0.10014,0.10701,51.0,0.72076,0.37174,0.34902,0.27924,1.0,0,0,1,50,323.8589,0.80763,50.99791
802,100,235469.17459,395.21784,0.47218,99,78.24963,0.77853,0.0,0.09647,0.125,50.0,0.78396,0.40695,0.37701,0.21604,1.0,0,0,0,50,332.92737,1.02701,50.00023
803,100,235845.56064,376.38605,0.47617,98,77.53841,0.69629,0.0,0.17871,0.125,49.0,0.81388,0.42067,0.39321,0.18612,1.0,0,0,0,50,279.29612,1.27154,48.00267
804,100,236282.10646,436.54582,0.49487,97,84.45477,0.78422,0.0,0.14929,0.06649,48.0,0.69065,0.36079,0.32986,0.30935,1.0,0,0,0,47,408.75334,0.60442,50.99923
805,100,236706.20332,424.09685,0.45641,99,91.07022,0.70358,0.0,0.26698,0.02945,49.0,0.72075,0.36941,0.35133,0.27925,1.0,0,0,0,50,300.63701,0.25416,50.00065
806,100,237287.59508,581.39176,0.49391,100,83.10141,0.72158,0.0,0.19463,0.0838,51.0,0.54266,0.2795,0.26316,0.45734,1.0,0,0,2,51,435.92961,0.81141,50.0019
807,100,237763.18726,475.59218,0.458,99,78.2321,0.7391,0.0,0.1359,0.125,52.0,0.66724,0.34343,0.32381,0.33276,1.0,0,0,4,51,398.27903,1.25742,50.99894
808,100,238290.59887,527.41161,0.51033,100,82.24708,0.70026,0.0,0.20518,0.09456,53.0,0.62886,0.32549,0.30337,0.37114,1.0,0,0,6,54,459.00111,1.13921,49.00344
809,100,238792.50307,501.9042,0.46777,100,81.43091,0.65292,0.0,0.25511,0.09197,50.0,0.61599,0.31713,0.29886,0.38401,1.0,0,0,0,50,345.06887,0.9719,49.00348
810,100,239439.36568,646.86261,0.5604,98,84.46812,0.62631,0.0,0.30744,0.08286,51.0,0.49701,0.25894,0.23807,0.50299,1.01661,0,0,5,51,412.1924,0.89614,50.0021
811,100,239986.61658,547.2509,0.362,100,79.75392,0.61985,0.0,0.26072,0.11944,54.0,0.60301,0.31064,0.29237,0.39699,1.0,0,0,6,54,569.66817,2.24154,48.00577
812,100,240407.1767,420.56012,0.46207,98,77.23972,0.73705,0.0,0.11241,0.125,51.0,0.76248,0.3963,0.36618,0.23752,0.97446,0,0,5,51,402.23947,1.25095,49.00214
813,100,240866.4393,459.26261,0.42186,98,77.15258,0.75241,0.0,0.12259,0.125,49.0,0.67427,0.35201,0.32226,0.32573,1.0,0,0,1,49,354.75983,1.13717,50.00088
814,100,241208.05229,341.61299,0.51997,100,79.6701,0.74578,0.0,0.13666,0.11756,55.0,0.91283,0.47081,0.44202,0.08717,1.0,0,0,0,51,275.86423,0.99217,48.00125
815,100,241599.98122,391.92893,0.43255,99,93.39546,0.69963,0.0,0.30037,0.0,46.0,0.78628,0.40611,0.38017,0.21372,1.0,0,0,0,50,337.81431,0.0,47.00407
816,100,242214.18814,614.20692,0.40509,99,90.08807,0.6737,0.0,0.30686,0.01944,51.0,0.50444,0.26186,0.24259,0.49556,1.0,0,0,0,50,350.95794,0.15135,46.01171
817,100,242625.96086,411.77271,0.43827,100,94.32954,0.82123,0.0,0.17877,0.0,53.0,0.80667,0.42297,0.38371,0.19333,1.0,0,0,6,52,453.10975,0.0,48.00272
818,100,243002.82248,376.86162,0.57987,100,86.52205,0.875,0.0,0.05758,0.06742,47.0,0.82435,0.42898,0.39537,0.17565,1.0,0,0,0,49,325.38247,0.48018,50.00016
819,100,243380.28293,377.46045,0.36515,100,85.99093,0.875,0.0,0.06436,0.06064,54.0,0.84071,0.43272,0.40799,0.15929,1.0,0,0,0,54,313.66875,0.44993,42.0111
820,100,243745.7691,365.48617,0.48151,100,87.94173,0.63992,0.0,0.31419,0.04589,48.0,0.83542,0.43321,0.4022,0.16458,1.0,0,0,0,47,243.22862,0.42384,48.00122
821,100,244282.64865,536.87955,0.38532,99,78.2384,0.62322,0.0,0.25178,0.125,50.0,0.57027,0.29647,0.2738,0.42973,1.0,0,0,0,48,457.88581,1.67034,50.99821
822,100,244732.56983,449.92118,0.53741,100,79.11884,0.79423,0.0,0.08077,0.125,49.0,0.69531,0.35747,0.33784,0.30469,1.0,0,0,0,52,334.51591,0.96634,47.00564
823,100,245505.77412,773.20429,0.37763,98,77.51493,0.55948,0.0,0.31552,0.125,49.0,0.40071,0.20801,0.1927,0.59929,1.0,0,0,2,49,467.22977,1.50287,49.00586
824,100,245944.14473,438.37061,0.42808,97,76.48922,0.63224,0.0,0.24276,0.125,52.0,0.72807,0.37449,0.35358,0.27193,1.0,0,0,7,51,449.33805,2.14583,50.99905
825,100,246438.79547,494.65074,0.4077,100,78.88003,0.8184,0.0,0.0566,0.125,57.0,0.69611,0.36052,0.33559,0.30389,1.0,0,0,9,57,504.47276,1.34027,46.00943
826,100,246847.62378,408.82831,0.41084,100,78.99655,0.78451,0.0,0.09049,0.125,48.0,0.76397,0.39952,0.36446,0.23603,1.0,0,0,0,49,289.03778,0.88382,48.00267
827,100,247315.07137,467.44759,0.36868,100,78.98222,0.76038,0.0,0.11462,0.125,49.0,0.67173,0.35298,0.31875,0.32827,1.0,0,0,0,49,367.76855,1.07069,50.00123
828,100,247888.52671,573.45534,0.44444,98,77.05378,0.63985,0.0,0.23515,0.125,50.0,0.53274,0.27465,0.25808,0.46726,1.0,0,0,1,49,413.16192,1.39056,50.99963
829,100,248391.42103,502.89432,0.35376,100,79.06078,0.71997,0.0,0.15503,0.125,51.0,0.62372,0.32147,0.30225,0.37628,1.0,0,0,1,51,463.66832,1.40012,50.00138
830,100,248963.95564,572.53461,0.40821,99,78.04237,0.63464,0.0,0.24036,0.125,49.0,0.54145,0.27946,0.26199,0.45855,1.0,0,0,1,50,423.79072,1.52203,50.00162
831,100,249437.89678,473.94114,0.39102,100,79.09107,0.69144,0.0,0.18356,0.125,53.0,0.67308,0.34814,0.32493,0.32692,1.0,0,0,3,51,461.51485,1.61025,50.99844
832,100,249865.76977,427.87299,0.40091,100,79.00769,0.73714,0.0,0.13786,0.125,49.0,0.73503,0.37979,0.35525,0.26497,1.0,0,0,1,51,357.9678,1.21367,49.99932
