episode_counter,sim_step,sim_time,dt,dt_real_time,valid_actions,total_reward,machines_working,machines_changeover,machines_broken,machines_idle,processed_orders,transp_working,transp_walking,transp_handling,transp_idle,machines_total,selected_idle,forced_idle,threshold_waiting,finished_orders,order_waiting_time,alpha,inventory
2807,100,1192522.9675,435.34048,0.41882,100,80.55495,0.77821,0.0,0.10656,0.11523,52.0,0.72395,0.3771,0.34685,0.27605,1.0,0,0,0,51,347.13872,0.95746,49.00049
2808,100,1192976.53278,453.56528,0.34687,100,79.04514,0.7156,0.0,0.1594,0.125,49.0,0.69119,0.35827,0.33292,0.30881,1.0,0,0,1,50,296.405,1.04834,50.00011
2809,100,1193483.19564,506.66287,0.41541,100,79.10355,0.79343,0.0,0.08367,0.1229,52.0,0.6454,0.33553,0.30987,0.3546,1.0,0,0,5,52,426.57971,1.04698,50.99976
2810,100,1193958.83017,475.63453,0.40642,100,78.65599,0.82482,0.0,0.05018,0.125,57.0,0.65211,0.33464,0.31747,0.34789,1.0,0,0,0,51,404.46745,1.08953,49.00049
2811,100,1194302.61116,343.78099,0.38343,100,77.77302,0.71662,0.0,0.15739,0.126,45.0,0.90174,0.46541,0.43632,0.09826,1.0,0,0,0,50,294.71217,1.33251,48.99947
2812,100,1194772.74763,470.13647,0.39161,100,93.12105,0.62616,0.0,0.36801,0.00584,50.0,0.66647,0.34742,0.31906,0.33353,1.0,0,0,0,50,318.33771,0.05844,49.00046
2813,100,1195313.00259,540.25496,0.35619,100,78.95873,0.60856,0.0,0.26644,0.125,48.0,0.57658,0.30078,0.2758,0.42342,1.0,0,0,0,49,352.69065,1.47446,50.99978
2814,100,1195888.64777,575.64518,0.45731,100,79.10967,0.6471,0.0,0.2279,0.125,51.0,0.5585,0.29098,0.26753,0.4415,1.0,0,0,2,52,428.06989,1.40024,49.0007
2815,100,1196474.70466,586.05688,0.42546,100,78.90642,0.70108,0.0,0.17392,0.125,51.0,0.53038,0.27443,0.25595,0.46962,1.0,0,0,0,50,454.37361,1.25543,49.00082
2816,100,1196907.71933,433.01467,0.36388,100,85.05708,0.76364,0.0,0.15761,0.07875,51.0,0.75055,0.3926,0.35796,0.24945,1.0,0,0,4,51,547.55317,1.10192,50.99962
2817,100,1197402.51318,494.79385,0.34321,100,82.66104,0.79344,0.0,0.10113,0.10543,51.0,0.65347,0.34021,0.31326,0.34653,1.0,0,0,3,52,431.6377,0.93787,50.00014
2818,100,1197875.75321,473.24003,0.44141,100,79.83537,0.73596,0.0,0.14865,0.11539,50.0,0.65858,0.34162,0.31696,0.34142,1.0,0,0,0,50,342.0883,1.01545,50.00016
2819,100,1198330.96096,455.20775,0.3924,100,79.01677,0.8595,0.0,0.0155,0.125,51.0,0.69199,0.36247,0.32952,0.30801,1.0,0,0,0,50,378.93942,0.87609,50.00027
2820,100,1198809.55568,478.59472,0.38465,100,79.01237,0.79693,0.0,0.07807,0.125,49.0,0.65121,0.33779,0.31342,0.34879,1.0,0,0,0,50,349.31126,0.93155,50.00009
2821,100,1199227.87779,418.3221,0.3322,100,91.47347,0.77526,0.0,0.19249,0.03226,50.0,0.74703,0.38846,0.35858,0.25297,1.0,0,0,0,50,368.20874,0.2837,50.00001
2822,100,1199743.87388,515.99609,0.49021,100,79.02989,0.72209,0.0,0.15291,0.125,50.0,0.60401,0.31331,0.2907,0.39599,1.0,0,0,0,50,423.06097,1.28595,50.00013
2823,100,1200122.21873,378.34485,0.39502,100,83.20142,0.80545,0.0,0.11425,0.0803,54.0,0.82905,0.4273,0.40175,0.17095,1.0,0,0,0,52,335.62941,0.69521,46.0012
2824,100,1200554.83011,432.61138,0.39236,100,84.27099,0.71679,0.0,0.19494,0.08827,47.0,0.72159,0.37948,0.34211,0.27841,1.0,0,0,0,48,314.95219,0.8436,49.99972
2825,100,1200946.26048,391.43038,0.38003,100,78.98569,0.79428,0.0,0.08072,0.125,52.0,0.79452,0.40876,0.38576,0.20548,1.0,0,0,0,51,313.29842,0.95333,48.00046
2826,100,1201492.37319,546.1127,0.40505,100,79.24015,0.6164,0.0,0.26188,0.12173,48.0,0.56429,0.29145,0.27284,0.43571,1.0,0,0,0,49,340.05188,1.28091,50.00027
2827,100,1202013.0109,520.63771,0.38709,100,81.41762,0.67824,0.0,0.2225,0.09926,56.0,0.62135,0.32172,0.29963,0.37865,1.0,0,0,4,52,535.5384,1.41136,50.00021
2828,100,1202527.01468,514.00378,0.42867,100,79.10834,0.72733,0.0,0.14767,0.125,48.0,0.61154,0.31777,0.29377,0.38846,1.0,0,0,0,51,385.9503,1.10025,48.00106
2829,100,1202911.64036,384.62569,0.41376,100,79.01988,0.865,0.0,0.01,0.125,47.0,0.80555,0.41816,0.38739,0.19445,1.0,0,0,0,49,351.56843,1.0586,50.00001
2830,100,1203400.69841,489.05804,0.51043,100,79.10088,0.74857,0.0,0.12643,0.125,50.0,0.64239,0.33568,0.30671,0.35761,1.0,0,0,0,50,368.35271,1.01643,50.0002
2831,100,1203836.37924,435.68083,0.35483,100,87.8184,0.86756,0.0,0.08134,0.05109,51.0,0.72109,0.3768,0.34429,0.27891,1.0,0,0,0,50,387.65708,0.39481,50.0001
2832,100,1204278.65999,442.28075,0.40064,100,84.02633,0.72679,0.0,0.18842,0.08479,49.0,0.70656,0.36741,0.33915,0.29344,1.0,0,0,0,50,320.32957,0.67753,49.99994
2833,100,1204851.03321,572.37322,0.39486,100,91.84187,0.68988,0.0,0.29805,0.01207,52.0,0.54626,0.28245,0.26381,0.45374,1.0,0,0,0,51,432.78721,0.12106,48.00129
2834,100,1205362.5301,511.49688,0.47799,100,79.04493,0.72066,0.0,0.15434,0.125,48.0,0.61226,0.32095,0.2913,0.38774,1.0,0,0,0,49,436.3814,1.30868,50.00033
2835,100,1205833.02122,470.49113,0.41077,100,83.81788,0.72641,0.0,0.20396,0.08261,50.0,0.6642,0.34538,0.31882,0.3358,1.01299,0,0,0,50,381.91812,0.85802,50.00027
2836,100,1206341.90648,508.88525,0.32388,100,81.15318,0.6995,0.0,0.18406,0.10443,53.0,0.64422,0.3357,0.30852,0.35578,0.98799,0,0,5,52,467.41367,1.25654,50.99969
2837,100,1206767.67744,425.77096,0.39933,100,83.56044,0.85444,0.0,0.06733,0.07823,50.0,0.73788,0.38558,0.3523,0.26212,1.0,0,0,0,50,367.9908,0.61523,50.99973
2838,100,1207260.73325,493.0558,0.44656,100,79.168,0.86866,0.0,0.00634,0.125,51.0,0.62907,0.32282,0.30625,0.37093,1.0,0,0,0,51,345.76609,0.71426,49.00067
2839,100,1207700.09507,439.36182,0.41391,100,83.81589,0.81623,0.0,0.10158,0.08219,49.0,0.70519,0.36606,0.33913,0.29481,1.0,0,0,0,49,359.96981,0.63003,50.99969
2840,100,1208715.18762,1015.09256,0.3794,100,79.99711,0.47661,0.0,0.41145,0.11195,55.0,0.33527,0.17076,0.16452,0.66473,1.0,0,0,11,56,594.75094,1.97796,50.0007
2841,100,1209144.09235,428.90473,0.42066,100,79.59731,0.82007,0.0,0.06455,0.11538,54.0,0.76746,0.39442,0.37304,0.23254,1.0,0,0,7,53,562.01412,1.62634,50.99987
2842,100,1209685.25728,541.16492,0.36395,100,79.0692,0.66294,0.0,0.21206,0.125,50.0,0.57438,0.2972,0.27718,0.42562,1.0,0,0,0,50,367.13481,1.21276,50.99989
2843,100,1210175.14155,489.88428,0.39338,100,78.71601,0.68286,0.0,0.19214,0.125,50.0,0.6362,0.33001,0.30619,0.3638,1.0,0,0,0,50,452.5974,1.51729,50.99982
2844,100,1210538.84297,363.70141,0.39543,100,78.68498,0.71967,0.0,0.15533,0.125,51.0,0.8551,0.43992,0.41518,0.1449,1.0,0,0,0,51,332.34668,1.38965,48.99986
2845,100,1211008.64411,469.80114,0.40404,100,78.98461,0.76968,0.0,0.10532,0.125,51.0,0.66943,0.34589,0.32354,0.33057,1.0,0,0,0,52,383.33896,1.15331,45.00182
2846,100,1211411.91388,403.26978,0.48089,100,78.98806,0.86519,0.0,0.00981,0.125,48.0,0.76954,0.40502,0.36452,0.23046,1.0,0,0,0,47,297.28384,0.76226,50.99951
2847,100,1211830.71904,418.80515,0.36745,100,79.2,0.79305,0.0,0.11039,0.125,50.0,0.74418,0.38602,0.35816,0.25582,1.02844,0,0,0,50,322.86118,0.99772,50.99973
2848,100,1212243.4191,412.70006,0.36746,100,79.32937,0.67411,0.0,0.1759,0.12113,50.0,0.75761,0.39173,0.36588,0.24239,0.97113,0,0,0,51,324.99934,1.21467,49.00028
2849,100,1212704.88172,461.46262,0.37477,100,79.10951,0.782,0.0,0.093,0.125,54.0,0.68081,0.35575,0.32505,0.31919,1.0,0,0,0,50,400.75303,1.20623,49.00054
2850,100,1213036.41748,331.53576,0.50193,100,77.92909,0.77921,0.0,0.08568,0.13511,48.0,0.94761,0.49517,0.45244,0.05239,1.0,0,0,0,50,281.33324,1.07105,48.99946
2851,100,1213503.08412,466.66665,0.38323,100,79.2,0.68879,0.0,0.18621,0.125,49.0,0.66964,0.34821,0.32143,0.33036,1.0,0,0,0,50,299.6698,1.12919,49.00043
2852,100,1214014.51526,511.43113,0.40954,100,83.16242,0.71449,0.0,0.19637,0.08913,49.0,0.61429,0.32099,0.29329,0.38571,1.0,0,0,0,50,387.29117,0.85298,49.00063
2853,100,1214488.27283,473.75757,0.37085,100,78.90066,0.82127,0.0,0.05379,0.12493,54.0,0.68882,0.35532,0.3335,0.31118,1.0,0,0,5,53,419.33585,1.0715,48.00091
2854,100,1214930.59743,442.3246,0.40095,100,78.87219,0.70414,0.0,0.17086,0.125,49.0,0.70084,0.36173,0.33912,0.29916,1.0,0,0,1,49,365.39029,1.29386,50.99966
2855,100,1215461.97037,531.37294,0.42112,100,79.06595,0.69828,0.0,0.17672,0.125,50.0,0.58841,0.30424,0.28417,0.41159,1.0,0,0,0,51,369.25955,1.1649,49.00069
2856,100,1215828.34129,366.37092,0.41286,100,87.26795,0.80748,0.0,0.14042,0.0521,50.0,0.85251,0.44581,0.40669,0.14749,1.0,0,0,0,49,347.17495,0.48962,50.99949
2857,100,1216337.11142,508.77013,0.32076,100,84.02763,0.7418,0.0,0.17097,0.08723,51.0,0.62995,0.32923,0.30073,0.37005,1.0,0,0,2,51,363.09483,0.71196,50.99975
2858,100,1216804.42941,467.31799,0.45557,100,80.87654,0.75091,0.0,0.14088,0.10822,52.0,0.67442,0.3513,0.32312,0.32558,1.0,0,0,0,51,402.24714,1.02214,49.00061
2859,100,1217308.12375,503.69434,0.43336,100,84.80217,0.80794,0.0,0.11015,0.0819,51.0,0.64027,0.33254,0.30773,0.35973,1.0,0,0,3,52,408.26268,0.7026,48.001
2860,100,1217746.43644,438.31269,0.41346,100,78.7951,0.74193,0.0,0.13307,0.125,48.0,0.70878,0.36884,0.33994,0.29122,1.0,0,0,0,49,351.57433,1.11433,49.99984
2861,100,1218236.09801,489.66157,0.39666,100,86.30943,0.65101,0.0,0.26518,0.0838,54.0,0.63956,0.32505,0.3145,0.36044,1.0,0,0,0,54,432.98271,1.17505,42.00311
2862,100,1218642.56146,406.46346,0.47626,100,79.062,0.83108,0.0,0.04392,0.125,48.0,0.76555,0.40389,0.36166,0.23445,1.0,0,0,0,47,331.95008,0.93001,48.0005
2863,100,1219167.51893,524.95746,0.41695,100,79.05672,0.69482,0.0,0.18018,0.125,49.0,0.58703,0.3032,0.28383,0.41297,1.0,0,0,0,49,294.00723,0.87638,50.00011
2864,100,1219518.78233,351.2634,0.34396,100,78.85911,0.70451,0.0,0.17049,0.125,51.0,0.89487,0.46499,0.42988,0.10513,1.0,0,0,0,51,385.13301,1.60101,48.00015
2865,100,1219927.69578,408.91344,0.38982,100,78.47844,0.78134,0.0,0.08976,0.1289,56.0,0.76993,0.39332,0.37661,0.23007,1.0,0,0,1,53,261.63056,1.00812,43.00206
2866,100,1220301.06908,373.3733,0.43687,100,79.93991,0.80151,0.0,0.08559,0.1129,47.0,0.87089,0.45308,0.41781,0.12911,1.0,0,0,5,51,373.08601,1.15855,46.00049
2867,100,1220652.5838,351.51472,0.39348,100,79.01547,0.79195,0.0,0.08305,0.125,50.0,0.88616,0.46229,0.42388,0.11384,1.0,0,0,0,49,274.8302,1.02008,48.00049
2868,100,1221112.60066,460.01686,0.35657,100,79.08583,0.72603,0.0,0.14897,0.125,50.0,0.67715,0.35325,0.3239,0.32285,1.0,0,0,0,49,300.14387,0.88451,50.0001
2869,100,1221677.80902,565.20836,0.35569,100,82.16114,0.65341,0.0,0.25109,0.0955,50.0,0.56144,0.28898,0.27247,0.43856,1.0,0,0,3,51,408.08427,1.06755,50.99984
2870,100,1222153.51823,475.70921,0.48878,100,78.94845,0.77475,0.0,0.10025,0.125,51.0,0.67233,0.3486,0.32373,0.32767,1.0,0,0,2,52,450.99595,1.23378,49.00064
2871,100,1222498.84478,345.32655,0.40983,100,78.94447,0.80107,0.0,0.07393,0.125,52.0,0.89529,0.46092,0.43437,0.10471,1.0,0,0,0,50,340.37118,1.32046,49.00025
2872,100,1222858.24411,359.39933,0.40499,100,78.97542,0.86937,0.0,0.02323,0.125,48.0,0.87368,0.4591,0.41458,0.12632,1.0176,0,0,0,49,250.94664,0.72083,50.99956
2873,100,1223356.79599,498.55188,0.43053,100,84.93926,0.7534,0.0,0.16005,0.07387,50.0,0.62347,0.3226,0.30087,0.37653,0.98731,0,0,0,50,340.39983,0.56715,50.99978
2874,100,1223735.14056,378.34458,0.45241,100,84.84501,0.81138,0.0,0.12161,0.06701,54.0,0.83125,0.4295,0.40175,0.16875,1.0,0,0,0,52,342.64122,0.60783,47.0005
2875,100,1224233.98882,498.84825,0.41113,100,79.09062,0.64887,0.0,0.22613,0.125,46.0,0.62577,0.32909,0.29668,0.37423,1.0,0,0,0,48,357.64396,1.24107,50.99963
2876,100,1224883.95974,649.97093,0.37321,100,79.03647,0.7322,0.0,0.1428,0.125,53.0,0.50464,0.26155,0.24309,0.49536,1.0,0,0,5,53,488.46266,1.18688,50.00042
2877,100,1225299.54383,415.58409,0.37707,100,79.02066,0.86145,0.0,0.01355,0.125,49.0,0.75195,0.39102,0.36094,0.24805,1.0,0,0,0,50,389.99378,0.97266,50.00014
2878,100,1225751.85514,452.31131,0.4436,99,82.45698,0.70681,0.0,0.1994,0.09379,50.0,0.6791,0.3519,0.32721,0.3209,1.0,0,0,0,49,314.71141,0.87534,50.99977
2879,100,1226210.86817,459.01303,0.36339,100,79.19134,0.81767,0.0,0.05733,0.125,51.0,0.69061,0.35947,0.33115,0.30939,1.0,0,0,0,52,460.11502,1.14894,47.00138
2880,100,1226696.07605,485.20787,0.35426,100,78.99795,0.81457,0.0,0.06043,0.125,50.0,0.6365,0.33147,0.30502,0.3635,1.0,0,0,0,48,363.30054,0.87309,50.99984
2881,100,1227229.34251,533.26646,0.35373,100,82.30224,0.69383,0.0,0.21357,0.0926,49.0,0.58164,0.29847,0.28316,0.41836,1.0,0,0,0,51,418.26266,1.02898,49.00047
2882,100,1227694.69355,465.35104,0.46077,100,79.04147,0.81192,0.0,0.06308,0.125,50.0,0.67476,0.35457,0.32019,0.32524,1.0,0,0,0,49,394.56146,0.95533,50.99981
2883,100,1228177.19196,482.49841,0.34308,100,83.56827,0.74242,0.0,0.17492,0.08266,50.0,0.64974,0.33679,0.31295,0.35026,1.0,0,0,0,51,366.81218,0.72086,49.00062
2884,100,1228743.54421,566.35225,0.43749,100,81.63318,0.65604,0.0,0.23503,0.10893,50.0,0.55031,0.28545,0.26485,0.44969,1.0,0,0,0,50,471.23875,1.30105,49.00082
2885,100,1229239.30088,495.75667,0.42943,100,82.5162,0.69152,0.0,0.22627,0.08221,52.0,0.62194,0.31938,0.30257,0.37806,1.0,0,0,0,50,445.70786,0.99724,49.00056
2886,100,1229588.66155,349.36067,0.45945,100,79.10807,0.865,0.0,0.01,0.125,52.0,0.89497,0.46275,0.43222,0.10503,1.0,0,0,0,51,340.71666,1.04277,47.00024
2887,100,1230154.59449,565.93294,0.38569,100,82.5514,0.74548,0.0,0.15947,0.09505,51.0,0.55366,0.28861,0.26505,0.44634,1.0,0,0,0,50,329.48376,0.63922,47.00156
2888,100,1230470.59449,316.0,0.32947,100,72.70291,0.81991,0.0,0.0,0.18009,49.0,1.0,0.52215,0.47785,0.0,1.0,0,0,0,51,352.27079,1.94542,44.99977
2889,100,1230873.52216,402.92767,0.32792,100,77.09738,0.79723,0.0,0.06526,0.13751,46.0,0.7702,0.40537,0.36483,0.2298,1.0,0,0,0,47,230.66072,0.76294,50.99927
2890,100,1231491.72638,618.20422,0.43423,100,78.85883,0.61714,0.0,0.25786,0.125,51.0,0.50873,0.26286,0.24587,0.49127,1.0,0,0,1,51,408.3519,1.39953,50.00033
2891,100,1232197.52852,705.80214,0.40087,100,78.7438,0.6363,0.0,0.2387,0.125,54.0,0.48881,0.25503,0.23378,0.51119,1.0,0,0,10,55,529.76593,1.60013,50.00047
2892,100,1232759.84214,562.31363,0.40291,100,79.14974,0.64882,0.0,0.22618,0.125,54.0,0.5676,0.29195,0.27565,0.4324,1.0,0,0,3,52,465.82902,1.5711,49.00069
2893,100,1233290.29926,530.45712,0.35744,100,78.04885,0.58817,0.0,0.28239,0.12944,54.0,0.62713,0.32362,0.30351,0.37287,1.0,0,0,6,55,500.16734,2.49755,45.0016
2894,100,1233737.01091,446.71164,0.44839,100,81.79885,0.64337,0.0,0.26999,0.08664,49.0,0.68724,0.35817,0.32907,0.31276,1.0,0,0,0,47,311.6822,0.89347,50.99961
2895,100,1234094.71257,357.70166,0.39078,100,79.88095,0.85736,0.0,0.02354,0.1191,49.0,0.88854,0.46361,0.42494,0.11146,1.0,0,0,1,51,376.41166,1.10239,49.99981
2896,100,1234450.10006,355.38749,0.41979,100,79.04426,0.86258,0.0,0.01202,0.1254,49.0,0.88167,0.45959,0.42207,0.11833,1.0,0,0,0,50,291.1872,0.88072,49.99949
2897,100,1234830.07593,379.97588,0.36777,100,87.49645,0.84804,0.0,0.09711,0.05486,50.0,0.82461,0.42985,0.39476,0.17539,1.0,0,0,0,50,269.78757,0.34519,50.00005
2898,100,1235268.38822,438.31228,0.40421,100,78.86755,0.81991,0.0,0.05509,0.125,50.0,0.71676,0.37454,0.34222,0.28324,1.0,0,0,0,50,341.85076,0.86671,49.99978
2899,100,1235828.15707,559.76885,0.37611,100,80.84895,0.65227,0.0,0.32547,0.10433,50.0,0.55231,0.28434,0.26797,0.44769,1.08206,0,0,0,50,346.2678,1.10151,50.00022
2900,100,1236270.55752,442.40045,0.33775,100,87.1386,0.65782,0.0,0.18049,0.05786,53.0,0.73086,0.3805,0.35036,0.26914,0.89617,0,0,3,52,438.89715,0.7466,49.0002
2901,100,1236763.63548,493.07795,0.39153,100,79.09057,0.86614,0.0,0.00886,0.125,50.0,0.63749,0.33125,0.30624,0.36251,1.0,0,0,0,51,403.76422,0.86733,47.0013
2902,100,1237260.65243,497.01696,0.51747,100,79.78765,0.7473,0.0,0.13411,0.11859,49.0,0.62674,0.32695,0.29979,0.37326,1.0,0,0,0,49,374.8248,1.04768,49.00057
2903,100,1237769.69939,509.04696,0.3541,100,78.76104,0.7548,0.0,0.1202,0.125,50.0,0.61356,0.32086,0.2927,0.38644,1.0,0,0,0,49,433.78464,1.12157,50.99982
2904,100,1238308.61198,538.91259,0.39933,100,79.10133,0.64262,0.0,0.23238,0.125,50.0,0.57833,0.29999,0.27834,0.42167,1.0,0,0,0,50,411.50878,1.43532,50.99993
2905,100,1238929.33501,620.72303,0.39255,100,78.87074,0.62281,0.0,0.25219,0.125,50.0,0.50345,0.26179,0.24165,0.49655,1.0,0,0,0,50,399.25587,1.32118,50.99987
2906,100,1239356.55426,427.21924,0.4214,100,78.86282,0.84694,0.0,0.02806,0.125,54.0,0.78024,0.40572,0.37451,0.21976,1.0,0,0,6,54,527.75067,1.52988,49.00022
2907,100,1239801.98736,445.4331,0.38832,100,79.10152,0.86308,0.0,0.01576,0.12116,50.0,0.70531,0.36856,0.33675,0.29469,1.0,0,0,0,50,349.15073,0.78514,49.0005
2908,100,1240155.34812,353.36076,0.39421,100,78.76714,0.875,0.0,0.0,0.125,51.0,0.88672,0.46223,0.4245,0.11328,1.0,0,0,0,50,290.01357,0.94973,49.00016
2909,100,1240634.34295,478.99483,0.38304,100,79.47374,0.80145,0.0,0.08124,0.11731,48.0,0.6538,0.34273,0.31107,0.3462,1.0,0,0,0,49,321.18176,0.73496,50.9998
2910,100,1241096.22713,461.88418,0.48285,100,94.08438,0.70164,0.0,0.29836,0.0,50.0,0.67297,0.34821,0.32476,0.32703,1.0,0,0,0,50,383.8926,0.0,50.99962
2911,100,1241632.74522,536.51808,0.43026,100,82.54179,0.79629,0.0,0.10527,0.09844,51.0,0.59085,0.30754,0.28331,0.40915,1.0,0,0,1,51,389.61571,0.72176,50.00025
2912,100,1242000.75201,368.00679,0.40415,100,78.18061,0.73402,0.0,0.13562,0.13036,49.0,0.84917,0.44157,0.4076,0.15083,1.0,0,0,0,50,341.69106,1.3483,49.99979
2913,100,1242453.194,452.44199,0.33838,100,79.03112,0.73807,0.0,0.13693,0.125,50.0,0.69622,0.36469,0.33153,0.30378,1.0,0,0,0,50,382.93497,1.2468,50.00009
2914,100,1243034.31521,581.12121,0.33267,100,85.6951,0.63714,0.0,0.28632,0.07655,50.0,0.53632,0.2782,0.25812,0.46368,1.0,0,0,0,50,332.86571,0.69248,50.00032
2915,100,1243532.91968,498.60446,0.35728,100,77.98463,0.75355,0.0,0.11619,0.13026,55.0,0.67388,0.35098,0.3229,0.32612,1.0,0,0,7,54,547.05733,1.74115,49.00005
2916,100,1243849.84282,316.92315,0.43764,100,73.81186,0.83092,0.0,0.0,0.16908,49.0,0.98026,0.51011,0.47015,0.01974,1.0,0,0,0,49,267.43302,1.43939,50.99844
2917,100,1244235.42878,385.58596,0.42098,100,81.95902,0.78312,0.0,0.12361,0.09327,52.0,0.81089,0.41928,0.39161,0.18911,1.0,0,0,0,51,235.28697,0.55261,49.00017
2918,100,1244765.68811,530.25934,0.5192,100,79.14498,0.68035,0.0,0.19465,0.125,48.0,0.58902,0.30803,0.28099,0.41098,1.0,0,0,0,49,342.78588,1.08985,50.99989
2919,100,1245227.9018,462.21368,0.32073,100,78.96326,0.70396,0.0,0.17104,0.125,51.0,0.68186,0.35517,0.32669,0.31814,1.0,0,0,0,51,443.42739,1.57926,49.00061
2920,100,1245660.09946,432.19766,0.32384,100,78.98618,0.77006,0.0,0.10494,0.125,52.0,0.72691,0.37984,0.34706,0.27309,1.0,0,0,0,50,340.26597,1.04634,49.00051
2921,100,1246129.49581,469.39635,0.38762,100,79.07515,0.75758,0.0,0.11742,0.125,48.0,0.66539,0.34796,0.31743,0.33461,1.0,0,0,0,49,342.29053,1.05968,50.99981
2922,100,1246573.68419,444.18838,0.41994,100,79.00355,0.6826,0.0,0.19555,0.12185,51.0,0.70353,0.36584,0.33769,0.29647,1.0,0,0,0,50,391.53834,1.4223,50.99968
2923,100,1246989.68731,416.00312,0.37651,100,79.09361,0.819,0.0,0.056,0.125,48.0,0.74519,0.38461,0.36057,0.25481,1.0,0,0,0,50,386.35168,1.06748,50.99969
2924,100,1247373.9465,384.25919,0.36458,100,79.03647,0.84625,0.0,0.02875,0.125,51.0,0.82063,0.42506,0.39557,0.17937,1.0,0,0,0,52,340.22622,0.94603,47.0008
2925,100,1247811.00442,437.05793,0.37531,100,92.42239,0.77482,0.0,0.20209,0.02309,49.0,0.70891,0.36799,0.34092,0.29109,1.0,0,0,0,49,318.23789,0.17341,49.0003
2926,100,1248308.42373,497.41931,0.4874,100,86.52285,0.72325,0.0,0.21518,0.06158,50.0,0.62456,0.32501,0.29955,0.37544,1.0,0,0,0,49,378.965,0.59293,50.99981
2927,100,1248877.972,569.54827,0.41885,100,78.94023,0.70245,0.0,0.17255,0.125,50.0,0.54722,0.28385,0.26337,0.45278,1.0,0,0,0,50,407.96309,1.13032,50.99991
2928,100,1249514.9444,636.9724,0.39648,100,79.98704,0.53889,0.0,0.34032,0.12079,51.0,0.48458,0.24596,0.23863,0.51542,1.0,0,0,1,51,349.97677,1.49502,50.00042
2929,100,1250257.33184,742.38744,0.39457,100,80.75877,0.53273,0.0,0.35251,0.11476,54.0,0.45641,0.23685,0.21956,0.54359,1.0,0,0,9,54,609.32261,2.20858,50.99983
2930,100,1250808.45078,551.11894,0.45383,100,81.15669,0.75496,0.0,0.144,0.10105,56.0,0.61814,0.32056,0.29758,0.38186,1.0,0,0,9,55,578.27085,1.30116,50.00018
2931,100,1251287.17265,478.72187,0.3907,100,86.62364,0.64156,0.0,0.2879,0.07054,51.0,0.6681,0.34641,0.32169,0.3319,1.0,0,0,1,53,402.98353,0.96923,45.00165
2932,100,1251791.64485,504.4722,0.45783,100,78.78811,0.62511,0.0,0.24989,0.125,48.0,0.61219,0.31882,0.29338,0.38781,1.0,0,0,0,48,409.06953,1.59263,49.00037
2933,100,1252281.82478,490.17993,0.39268,100,79.2,0.72875,0.0,0.14625,0.125,50.0,0.63956,0.33151,0.30805,0.36044,1.0,0,0,1,50,415.20001,1.24874,50.00023
2934,100,1252707.04727,425.2225,0.4034,100,79.07429,0.80692,0.0,0.06808,0.125,52.0,0.73922,0.38411,0.35511,0.26078,1.0,0,0,0,51,412.68943,1.16864,48.00062
2935,100,1253146.67822,439.63094,0.42383,100,78.99454,0.78862,0.0,0.08638,0.125,50.0,0.69718,0.35826,0.33892,0.30282,1.0,0,0,0,49,317.25695,0.90469,50.00012
2936,100,1253638.84408,492.16587,0.42789,100,79.06105,0.78153,0.0,0.09347,0.125,49.0,0.63156,0.32679,0.30478,0.36844,1.0,0,0,0,50,364.61381,1.01805,50.00023
2937,100,1254185.59341,546.74933,0.45312,100,78.82293,0.66224,0.0,0.21276,0.125,50.0,0.57156,0.29721,0.27435,0.42844,1.0,0,0,0,50,434.41166,1.33114,50.00019
2938,100,1254643.93167,458.33826,0.46059,100,81.23747,0.73766,0.0,0.16631,0.09603,51.0,0.66908,0.34181,0.32727,0.33092,1.0,0,0,0,50,403.83081,1.01454,50.0002
2939,100,1255048.49846,404.56679,0.3783,100,82.29279,0.78112,0.0,0.12579,0.09309,48.0,0.77449,0.40372,0.37077,0.22551,1.0,0,0,0,50,395.49228,0.97015,50.0001
2940,100,1255499.18458,450.68612,0.34753,100,78.54757,0.78032,0.0,0.09468,0.125,53.0,0.69746,0.36241,0.33504,0.30254,1.0,0,0,0,51,326.72079,0.94543,48.00075
2941,100,1256180.32755,681.14297,0.39411,100,82.54294,0.60496,0.0,0.28824,0.1068,48.0,0.45487,0.23612,0.21875,0.54513,1.0,0,0,0,49,461.64582,1.27081,50.00028
2942,100,1256584.7189,404.39135,0.50075,100,78.69158,0.75411,0.0,0.12089,0.125,51.0,0.79708,0.41626,0.38082,0.20292,1.0,0,0,3,51,439.5756,1.54296,50.99974
2943,100,1257080.97785,496.25895,0.41603,100,85.84658,0.72064,0.0,0.20433,0.07504,50.0,0.63307,0.33081,0.30226,0.36693,1.0,0,0,0,50,387.20101,0.67347,50.99976
2944,100,1257554.65137,473.67352,0.37233,100,83.25271,0.70552,0.0,0.20558,0.08889,52.0,0.66572,0.34482,0.3209,0.33428,1.0,0,0,0,52,317.9298,0.78639,47.00128
2945,100,1258079.16066,524.50929,0.35794,100,92.86801,0.69171,0.0,0.29624,0.01205,49.0,0.60787,0.31617,0.2917,0.39213,1.0,0,0,3,50,398.15179,0.11906,50.0002
2946,100,1258588.50423,509.34357,0.46715,100,83.46298,0.68368,0.0,0.22989,0.08642,53.0,0.62826,0.32395,0.30431,0.37174,1.0,0,0,3,52,484.1025,1.13882,49.0004
